trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.3, 'e': 0.34499999999999953}",20,14,13.782143953481235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.3, 'e': 0.34399999999999953}",20,11,-25.383726282561465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
557,False,"{'a': 0.3, 'e': 0.3429999999999995}",20,7,-39.301604253580045,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.3, 'e': 0.3419999999999995}",30,13,-24.975265809376317,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.3, 'e': 0.3409999999999995}",20,10,16.37483825588478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.3, 'e': 0.3399999999999995}",20,2,13.288161948018356,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
561,False,"{'a': 0.3, 'e': 0.3389999999999995}",25,16,4.630716763130394,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.3, 'e': 0.3379999999999995}",20,0,-27.400711275214345,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
563,False,"{'a': 0.3, 'e': 0.3369999999999995}",20,0,-22.27963064016404,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
564,False,"{'a': 0.3, 'e': 0.3359999999999995}",35,16,16.229403180028356,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.3, 'e': 0.3349999999999995}",30,18,10.21425688629744,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.3, 'e': 0.3339999999999995}",30,13,17.65423923952679,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.3, 'e': 0.3329999999999995}",25,12,11.166399254065514,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.3, 'e': 0.3319999999999995}",25,18,12.20054254035418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.3, 'e': 0.3309999999999995}",25,14,-32.76659274132736,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
570,False,"{'a': 0.3, 'e': 0.3299999999999995}",20,4,7.068377311825456,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.3, 'e': 0.3289999999999995}",35,8,-45.67705584437067,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 1}",1
572,False,"{'a': 0.3, 'e': 0.3279999999999995}",20,2,10.189106512709477,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.3, 'e': 0.3269999999999995}",20,10,-17.26806055520015,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
574,False,"{'a': 0.3, 'e': 0.3259999999999995}",20,13,13.637622062671035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.3, 'e': 0.3249999999999995}",25,18,0.301126385085416,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.3, 'e': 0.3239999999999995}",20,0,-9.616152350705198,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
577,False,"{'a': 0.3, 'e': 0.3229999999999995}",25,3,4.032183074912263,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
578,False,"{'a': 0.3, 'e': 0.3219999999999995}",30,13,1.041714562094766,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
579,False,"{'a': 0.3, 'e': 0.3209999999999995}",20,0,16.653677322274802,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
580,False,"{'a': 0.3, 'e': 0.3199999999999995}",25,1,-0.7108265460305201,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
581,False,"{'a': 0.3, 'e': 0.3189999999999995}",25,11,-38.89825447929381,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.3, 'e': 0.3179999999999995}",20,11,-16.342616730185423,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
583,False,"{'a': 0.3, 'e': 0.3169999999999995}",25,11,5.83717407623597,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
584,False,"{'a': 0.3, 'e': 0.3159999999999995}",25,19,5.476865601839229,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.3, 'e': 0.3149999999999995}",20,5,-9.61910431513038,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
586,False,"{'a': 0.3, 'e': 0.3139999999999995}",25,3,-101.79904380558378,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 3}",1
587,False,"{'a': 0.3, 'e': 0.3129999999999995}",25,0,-88.24168914967173,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
588,False,"{'a': 0.3, 'e': 0.3119999999999995}",20,0,-60.06822035098455,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
589,False,"{'a': 0.3, 'e': 0.3109999999999995}",30,12,-45.385384233717716,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
590,False,"{'a': 0.3, 'e': 0.3099999999999995}",20,14,12.970942662542235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.3, 'e': 0.3089999999999995}",25,7,4.243898165554649,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.3, 'e': 0.3079999999999995}",20,0,1.3780229589471582,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
593,False,"{'a': 0.3, 'e': 0.3069999999999995}",20,7,-21.3357754227708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.3, 'e': 0.3059999999999995}",20,0,3.4421091237299506,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
595,False,"{'a': 0.3, 'e': 0.3049999999999995}",25,10,8.285309602901899,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.3, 'e': 0.3039999999999995}",25,17,-40.55235356106347,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
597,False,"{'a': 0.3, 'e': 0.3029999999999995}",20,0,-72.15855751104108,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
598,False,"{'a': 0.3, 'e': 0.3019999999999995}",25,7,30.760814957254365,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.3, 'e': 0.3009999999999995}",20,14,4.927861287902433,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.3, 'e': 0.2999999999999995}",25,0,-2.9599155647053266,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
601,False,"{'a': 0.3, 'e': 0.2989999999999995}",25,9,28.547431469127208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.3, 'e': 0.2979999999999995}",35,2,-8.364735687837978,"{0: 30, 1: 0, 2: 2, 3: 0, 4: 1}",1
603,False,"{'a': 0.3, 'e': 0.2969999999999995}",25,0,-45.06869574810055,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
604,False,"{'a': 0.3, 'e': 0.2959999999999995}",20,8,-32.02999845143196,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
605,False,"{'a': 0.3, 'e': 0.2949999999999995}",25,19,11.16715566412196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.3, 'e': 0.2939999999999995}",30,22,5.624184946244805,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.3, 'e': 0.2929999999999995}",20,0,-6.852912482346251,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
608,False,"{'a': 0.3, 'e': 0.2919999999999995}",30,7,-49.72444322174872,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 1}",1
609,False,"{'a': 0.3, 'e': 0.2909999999999995}",25,13,-6.757330565678669,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
610,False,"{'a': 0.3, 'e': 0.2899999999999995}",20,13,12.514349922834844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.3, 'e': 0.2889999999999995}",30,14,-70.99535316809617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
612,False,"{'a': 0.3, 'e': 0.2879999999999995}",25,11,27.25336569209496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.3, 'e': 0.2869999999999995}",20,0,15.087620436759364,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.3, 'e': 0.2859999999999995}",20,9,-6.816289941887675,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
615,False,"{'a': 0.3, 'e': 0.2849999999999995}",20,9,-33.020547842198646,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.3, 'e': 0.2839999999999995}",20,5,-75.93141036661325,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
617,False,"{'a': 0.3, 'e': 0.2829999999999995}",20,12,15.114668898275342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.3, 'e': 0.2819999999999995}",35,7,-36.53538405565047,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
619,False,"{'a': 0.3, 'e': 0.2809999999999995}",25,16,12.090389009494379,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.3, 'e': 0.27999999999999947}",20,11,2.1016272776948117,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.3, 'e': 0.27899999999999947}",25,7,28.58375732929116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.3, 'e': 0.27799999999999947}",20,12,15.395317674622566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.3, 'e': 0.27699999999999947}",20,16,7.321162984132183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.3, 'e': 0.27599999999999947}",30,0,28.063839292240566,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
625,False,"{'a': 0.3, 'e': 0.27499999999999947}",25,15,20.958949646681738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.3, 'e': 0.27399999999999947}",30,10,-3.3865428743352517,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
627,False,"{'a': 0.3, 'e': 0.27299999999999947}",20,10,16.602597948182325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.3, 'e': 0.27199999999999946}",35,28,14.317759466982599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.3, 'e': 0.27099999999999946}",30,21,0.6065400998830455,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.3, 'e': 0.26999999999999946}",25,8,-38.53846387048404,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
631,False,"{'a': 0.3, 'e': 0.26899999999999946}",25,15,-3.2821587413210613,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
632,False,"{'a': 0.3, 'e': 0.26799999999999946}",25,11,15.199086081299882,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.3, 'e': 0.26699999999999946}",20,9,-5.59194473913645,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
634,False,"{'a': 0.3, 'e': 0.26599999999999946}",20,1,-1.8709061663209507,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
635,False,"{'a': 0.3, 'e': 0.26499999999999946}",20,1,10.165036394326277,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.3, 'e': 0.26399999999999946}",30,0,10.182101679145163,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
637,False,"{'a': 0.3, 'e': 0.26299999999999946}",20,0,-43.029704684247555,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
638,False,"{'a': 0.3, 'e': 0.26199999999999946}",25,1,3.3760976225900405,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.3, 'e': 0.26099999999999945}",20,0,30.81630165530284,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
640,False,"{'a': 0.3, 'e': 0.25999999999999945}",20,15,-12.683387303817847,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
641,False,"{'a': 0.3, 'e': 0.25899999999999945}",20,4,11.811895385764096,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.3, 'e': 0.25799999999999945}",20,14,12.346826676411718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.3, 'e': 0.25699999999999945}",20,0,10.29378015132896,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
644,False,"{'a': 0.3, 'e': 0.25599999999999945}",30,4,24.03110619926364,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.3, 'e': 0.25499999999999945}",20,6,16.87582566066593,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.3, 'e': 0.25399999999999945}",30,19,19.25638432958115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.3, 'e': 0.25299999999999945}",20,6,-17.192431530832945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.3, 'e': 0.25199999999999945}",25,13,23.448619252811962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.3, 'e': 0.25099999999999945}",25,5,-24.117785600892475,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
650,False,"{'a': 0.3, 'e': 0.24999999999999944}",20,0,-53.24051225847471,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
651,False,"{'a': 0.3, 'e': 0.24899999999999944}",30,20,-4.637727812889334,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
652,False,"{'a': 0.3, 'e': 0.24799999999999944}",20,12,1.6694210625678996,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.3, 'e': 0.24699999999999944}",20,14,12.888236924310412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.3, 'e': 0.24599999999999944}",20,3,29.644977105493606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.3, 'e': 0.24499999999999944}",25,0,-23.684826471977484,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
656,False,"{'a': 0.3, 'e': 0.24399999999999944}",20,5,13.281229704115987,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.3, 'e': 0.24299999999999944}",20,5,-14.941701020239709,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
658,False,"{'a': 0.3, 'e': 0.24199999999999944}",25,6,32.008374432514884,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.3, 'e': 0.24099999999999944}",25,2,-0.39227830408301,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
660,False,"{'a': 0.3, 'e': 0.23999999999999944}",20,0,-13.909790686129762,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
661,False,"{'a': 0.3, 'e': 0.23899999999999944}",30,0,-25.830503949026625,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
662,False,"{'a': 0.3, 'e': 0.23799999999999943}",20,10,3.9897755223050755,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.3, 'e': 0.23699999999999943}",30,11,-0.008973325604192617,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.3, 'e': 0.23599999999999943}",25,13,0.47923350624004524,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.3, 'e': 0.23499999999999943}",20,4,26.40993227046229,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.3, 'e': 0.23399999999999943}",25,0,15.712501998630763,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
667,False,"{'a': 0.3, 'e': 0.23299999999999943}",30,13,-19.80314969193893,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.3, 'e': 0.23199999999999943}",25,12,20.530639930489937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.3, 'e': 0.23099999999999943}",20,6,-0.9527635128118748,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.3, 'e': 0.22999999999999943}",30,18,-30.967777741482802,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
671,False,"{'a': 0.3, 'e': 0.22899999999999943}",20,0,-3.3047145400150257,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
672,False,"{'a': 0.3, 'e': 0.22799999999999943}",20,0,-5.917253508685657,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
673,False,"{'a': 0.3, 'e': 0.22699999999999942}",20,6,17.037123690393894,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.3, 'e': 0.22599999999999942}",25,11,27.818251419714116,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.3, 'e': 0.22499999999999942}",30,20,19.36588097847034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.3, 'e': 0.22399999999999942}",20,0,-24.6895308253658,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
677,False,"{'a': 0.3, 'e': 0.22299999999999942}",25,1,-50.07485446511114,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
678,False,"{'a': 0.3, 'e': 0.22199999999999942}",20,11,9.488260483032423,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.3, 'e': 0.22099999999999942}",30,0,34.35116023691248,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
680,False,"{'a': 0.3, 'e': 0.21999999999999942}",30,10,35.650105117645516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.3, 'e': 0.21899999999999942}",20,8,15.898536032429991,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.3, 'e': 0.21799999999999942}",20,12,-5.778447834752576,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.3, 'e': 0.21699999999999942}",25,18,0.3616057298641415,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.3, 'e': 0.21599999999999941}",20,0,-5.231574542938607,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
685,False,"{'a': 0.3, 'e': 0.2149999999999994}",20,10,21.88088696879874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.3, 'e': 0.2139999999999994}",25,11,-27.45843255848257,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.3, 'e': 0.2129999999999994}",20,0,-27.634660649263555,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
688,False,"{'a': 0.3, 'e': 0.2119999999999994}",20,0,11.953313720288287,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
689,False,"{'a': 0.3, 'e': 0.2109999999999994}",20,10,18.11306768261184,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.3, 'e': 0.2099999999999994}",30,16,-0.8837458380261198,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
691,False,"{'a': 0.3, 'e': 0.2089999999999994}",35,13,24.7449915275839,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.3, 'e': 0.2079999999999994}",20,12,15.868467165960054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.3, 'e': 0.2069999999999994}",25,20,8.292951348002962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.3, 'e': 0.2059999999999994}",20,12,13.080985617996532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.3, 'e': 0.2049999999999994}",20,12,15.04697851624986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.3, 'e': 0.2039999999999994}",25,9,-9.360015350123245,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.3, 'e': 0.2029999999999994}",30,20,16.808374067080354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.3, 'e': 0.2019999999999994}",30,8,15.806998430859613,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
699,False,"{'a': 0.3, 'e': 0.2009999999999994}",25,10,25.569510168435365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.3, 'e': 0.1999999999999994}",30,13,-4.873414217006227,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
701,False,"{'a': 0.3, 'e': 0.1989999999999994}",20,6,24.791425988276618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.3, 'e': 0.1979999999999994}",20,9,23.014088346321792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.3, 'e': 0.1969999999999994}",20,16,9.67772597517486,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.3, 'e': 0.1959999999999994}",20,0,33.665517764879404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.3, 'e': 0.1949999999999994}",25,0,6.082718528779624,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
706,False,"{'a': 0.3, 'e': 0.1939999999999994}",30,13,34.544076312256294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.3, 'e': 0.1929999999999994}",20,10,-5.705694753653412,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
708,False,"{'a': 0.3, 'e': 0.1919999999999994}",30,4,-3.421348539340349,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
709,False,"{'a': 0.3, 'e': 0.1909999999999994}",20,3,31.42222211614103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.3, 'e': 0.1899999999999994}",25,8,6.273864030594309,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
711,False,"{'a': 0.3, 'e': 0.1889999999999994}",20,15,10.00414413559442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.3, 'e': 0.1879999999999994}",25,13,11.071516158703039,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.3, 'e': 0.1869999999999994}",20,7,14.125583723348308,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.3, 'e': 0.1859999999999994}",20,0,15.80160229566402,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
715,False,"{'a': 0.3, 'e': 0.1849999999999994}",25,15,20.6036932923778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.3, 'e': 0.1839999999999994}",25,9,-31.73019529714329,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.3, 'e': 0.18299999999999939}",25,17,12.36449570667346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.3, 'e': 0.18199999999999938}",25,13,-57.537161139119746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
719,False,"{'a': 0.3, 'e': 0.18099999999999938}",20,3,3.3375976178576288,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.3, 'e': 0.17999999999999938}",20,10,7.58845964575106,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.3, 'e': 0.17899999999999938}",20,15,11.03652152003452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.3, 'e': 0.17799999999999938}",30,18,22.7317209383212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.3, 'e': 0.17699999999999938}",20,13,-0.9067587770650041,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.3, 'e': 0.17599999999999938}",20,10,-1.5330537444941017,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
725,False,"{'a': 0.3, 'e': 0.17499999999999938}",35,15,30.196701692162996,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.3, 'e': 0.17399999999999938}",20,11,13.095888291803075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.3, 'e': 0.17299999999999938}",25,16,13.538674047219429,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.3, 'e': 0.17199999999999938}",25,8,19.944387553796393,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.3, 'e': 0.17099999999999937}",20,12,14.347902315786834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.3, 'e': 0.16999999999999937}",25,17,15.599978865351806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.3, 'e': 0.16899999999999937}",25,3,-24.130231726659765,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
732,False,"{'a': 0.3, 'e': 0.16799999999999937}",20,0,-9.980392383901195,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
733,False,"{'a': 0.3, 'e': 0.16699999999999937}",25,14,7.560283964688537,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.3, 'e': 0.16599999999999937}",30,23,14.346946447052146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.3, 'e': 0.16499999999999937}",20,1,23.05689132706845,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.3, 'e': 0.16399999999999937}",30,4,36.60775795028388,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.3, 'e': 0.16299999999999937}",30,10,35.50003920132259,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.3, 'e': 0.16199999999999937}",30,21,20.63107749755881,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.3, 'e': 0.16099999999999937}",25,12,21.102416408547604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
